Date,Open,High,Low,Close,Volume,gold_close,oil_close,vix,spy_close
2021-06-18,259.63,262.3,258.75,259.43,37162767.0,1767.9000244140625,71.63999938964844,20.700000762939453,388.7960510253906
2021-06-21,259.82,263.52,257.92,262.63,26696119.0,1781.800048828125,73.66000366210938,17.889999389648438,394.3619689941406
2021-06-22,262.72,265.79,262.4,265.51,24694090.0,1776.300048828125,73.05999755859375,16.65999984741211,396.47039794921875
2021-06-23,265.99,266.83,264.43,265.275,19518681.0,1782.300048828125,73.08000183105469,16.31999969482422,395.9925537109375
2021-06-24,266.16,267.85,265.47,266.69,21346867.0,1775.5999755859375,73.30000305175781,15.970000267028809,398.3350830078125
2021-06-25,266.23,267.25,264.76,265.02,23891113.0,1776.5999755859375,74.05000305175781,15.619999885559082,399.74993896484375
2021-06-28,266.185,268.9,265.91,268.72,19590024.0,1779.5999755859375,72.91000366210938,15.760000228881836,400.5558166503906
2021-06-29,268.865,271.65,267.98,271.4,19921311.0,1762.800048828125,72.9800033569336,16.020000457763672,400.7713928222656
2021-06-30,270.69,271.3598,269.6043,270.9,21547257.0,1770.800048828125,73.47000122070312,15.829999923706055,401.1087646484375
2021-07-01,269.61,271.84,269.6,271.6,16725323.0,1775.9000244140625,75.2300033569336,15.479999542236328,403.3294677734375
2021-07-02,272.82,278.0,272.5,277.65,26474408.0,1782.5999755859375,75.16000366210938,15.069999694824219,406.4123229980469
2021-07-06,278.03,279.3698,274.3,277.66,31565556.0,1793.5,73.37000274658203,16.440000534057617,405.67205810546875
2021-07-07,279.4,280.6945,277.15,279.93,23260031.0,1801.5,72.19999694824219,16.200000762939453,407.10577392578125
2021-07-08,276.9,278.73,274.87,277.42,24605941.0,1799.5999755859375,72.94000244140625,19.0,403.7886657714844
2021-07-09,275.72,278.05,275.32,277.94,23676665.0,1810.0,74.55999755859375,16.18000030517578,408.0990295410156
2021-07-12,279.157,279.77,276.58,277.32,18931695.0,1805.5,74.0999984741211,16.170000076293945,409.560791015625
2021-07-13,277.52,282.8477,277.39,280.98,26120128.0,1809.4000244140625,75.25,17.1200008392334,408.1646423339844
2021-07-14,282.345,283.66,280.55,282.51,23113662.0,1824.300048828125,73.12999725341797,16.329999923706055,408.7736511230469
2021-07-15,282.0,282.51,279.83,281.03,22604227.0,1828.4000244140625,71.6500015258789,17.010000228881836,407.3775634765625
2021-07-16,282.07,284.1,279.46,280.75,26186848.0,1814.5,71.80999755859375,18.450000762939453,404.1822204589844
2021-07-19,278.9335,280.37,274.45,277.01,32935634.0,1808.699951171875,66.41999816894531,22.5,398.2132873535156
2021-07-20,278.03,280.97,276.26,279.32,26259741.0,1810.9000244140625,67.41999816894531,19.729999542236328,403.919921875
2021-07-21,278.905,281.52,277.29,281.4,24364320.0,1802.9000244140625,70.30000305175781,17.90999984741211,407.19012451171875
2021-07-22,283.84,286.42,283.42,286.14,23384059.0,1805.0,71.91000366210938,17.690000534057617,408.0427551269531
2021-07-23,287.37,289.99,286.5,289.67,22767371.0,1801.4000244140625,72.06999969482422,17.200000762939453,412.2407531738281
2021-07-26,289.0,289.69,286.642,289.05,23153573.0,1798.699951171875,71.91000366210938,17.579999923706055,413.2527770996094
2021-07-27,289.43,289.575,282.95,286.54,33592179.0,1799.5,71.6500015258789,19.360000610351562,411.3692626953125
2021-07-28,288.99,290.15,283.8303,286.22,33506853.0,1799.5,72.38999938964844,18.309999465942383,411.2006530761719
2021-07-29,286.235,288.618,286.08,286.5,18168294.0,1831.199951171875,73.62000274658203,17.700000762939453,412.9060974121094
2021-07-30,285.17,286.66,283.91,284.91,20944846.0,1812.5999755859373,73.94999694824219,18.239999771118164,410.9007873535156
2021-08-02,286.36,286.775,283.74,284.82,16261757.0,1818.0999755859373,71.26000213623047,19.459999084472656,410.0386962890625
2021-08-03,285.42,287.23,284.0,287.12,17879048.0,1810.0999755859373,70.55999755859375,18.040000915527344,413.3746337890625
2021-08-04,286.22,287.5883,284.65,286.51,16187331.0,1810.5,68.1500015258789,17.969999313354492,411.3412170410156
2021-08-05,286.88,289.63,286.1,289.52,13900167.0,1805.0999755859373,69.08999633789062,17.280000686645508,413.9461364746094
2021-08-06,288.505,289.5,287.6238,289.46,16589336.0,1760.0,68.27999877929688,16.149999618530273,414.6301574707031
2021-08-09,289.75,291.55,287.81,288.33,16117629.0,1723.4000244140625,66.4800033569336,16.719999313354492,414.2928466796875
2021-08-10,288.8,289.25,285.2,286.44,18616578.0,1728.800048828125,68.29000091552734,16.790000915527344,414.8082580566406
2021-08-11,287.21,288.66,285.86,286.95,13955934.0,1750.4000244140625,69.25,16.170000076293945,415.8389587402344
2021-08-12,286.63,289.97,286.34,289.81,14570391.0,1749.0,69.08999633789062,15.59000015258789,417.08526611328125
2021-08-13,289.48,292.9,289.3,292.85,18249046.0,1775.199951171875,68.44000244140625,15.449999809265137,417.8442077636719
2021-08-16,293.19,294.82,290.02,294.6,22516027.0,1786.9000244140625,67.29000091552734,16.1200008392334,418.828125
2021-08-17,292.39,293.43,291.08,293.08,20075250.0,1785.0,66.58999633789062,17.90999984741211,416.0826110839844
2021-08-18,292.04,294.82,290.27,290.73,21619885.0,1781.5999755859375,65.45999908447266,21.56999969482422,411.52862548828125
2021-08-19,288.6935,297.47,288.64,296.77,29850461.0,1780.199951171875,63.68999862670898,21.670000076293945,412.1657409667969
2021-08-20,299.72,305.84,298.06,304.36,40815006.0,1781.0,62.31999969482422,18.559999465942383,415.4454345703125
2021-08-23,303.245,305.4,301.85,304.65,22820157.0,1803.199951171875,65.63999938964844,17.149999618530273,419.0998229980469
2021-08-24,305.02,305.65,302.0035,302.62,18153274.0,1805.5999755859373,67.54000091552734,17.219999313354492,419.76519775390625
2021-08-25,304.3,304.59,300.42,302.01,19906057.0,1788.199951171875,68.36000061035156,16.790000915527344,420.6460266113281
2021-08-26,300.99,302.429,298.95,299.09,17666084.0,1792.199951171875,67.41999816894531,18.84000015258789,418.1628112792969
2021-08-27,298.987,300.87,296.83,299.72,22605726.0,1816.5999755859373,68.73999786376953,16.389999389648438,421.9017028808594
2021-08-30,301.115,304.22,301.06,303.59,16348072.0,1809.0,69.20999908447266,16.190000534057617,423.7569580078125
2021-08-31,304.42,304.5,301.5,301.88,26274238.0,1815.0,68.5,16.479999542236328,423.12908935546875
2021-09-01,302.865,305.19,301.49,301.83,18914026.0,1813.0999755859373,68.58999633789062,16.110000610351562,423.35400390625
2021-09-02,302.2,303.3602,300.18,301.15,16290545.0,1808.699951171875,69.98999786376953,16.40999984741211,424.65655517578125
2021-09-03,300.99,302.6,300.26,301.14,14751609.0,1830.9000244140625,69.29000091552734,16.40999984741211,424.5534362792969
2021-09-07,301.005,301.09,298.2,300.18,17369332.0,1795.9000244140625,68.3499984741211,18.139999389648438,423.03546142578125
2021-09-08,299.78,300.61,297.4651,300.21,15046819.0,1790.699951171875,69.30000305175781,17.959999084472656,422.52001953125
2021-09-09,300.82,302.14,297.0,297.25,19927000.0,1797.4000244140625,68.13999938964844,18.799999237060547,420.71160888671875
