date,Close,High,Low,Open,Volume
2019-01-11,3.685297727584839,3.708078578927848,3.546136383563082,3.573869470686644,874764000
2019-01-14,3.725165367126465,3.750422463429063,3.60952775127926,3.633051529019275,730168000
2019-01-15,3.711050510406494,3.7972214553578696,3.692726692433817,3.757850101176844,617012000
2019-01-16,3.685545682907105,3.771221427393537,3.6800982464634497,3.738288382204007,470104000
2019-01-17,3.756860256195069,3.796726816295886,3.625375064987964,3.652613195956674,493436000
2019-01-18,3.88586950302124,3.91186951761545,3.755127220207688,3.806631813109256,651336000
2019-01-22,3.6838128566741934,3.867297833471552,3.6536035256723487,3.855659804769304,661552000
2019-01-23,3.696688413619995,3.827678381288704,3.665488687412012,3.7390312028053936,591020000
2019-01-24,3.90840220451355,3.925982869100889,3.7764218261033498,3.7811265808391865,708972000
2019-01-25,3.965601682662964,3.9836777833396,3.7464599562394896,3.848973687391146,1154572000
2019-01-28,3.417376041412353,3.507261357582652,3.24379600096317,3.381223834895464,2511528000
2019-01-29,3.258652925491333,3.419604771292612,3.244043459339637,3.371319099478762,1153932000
2019-01-30,3.4020233154296875,3.4163850611148643,3.255185759523989,3.3346711511975444,974228000
2019-01-31,3.559509038925171,3.5951660470436764,3.3770144428723934,3.398804902318965,842852000
2019-02-01,3.583775281906128,3.6347846721896735,3.53053760917472,3.5780801263534454,625048000
2019-02-04,3.6939659118652335,3.7311085227665433,3.5775853689491264,3.5996233117866505,528592000
2019-02-05,3.713031768798828,3.7496791731204335,3.672174809486618,3.705850777117616,542424000
2019-02-06,3.788555383682251,3.8529361192776266,3.7407651501565415,3.7462125873744334,702464000
2019-02-07,3.650383949279785,3.74447880436431,3.6075461943366216,3.7422502861292273,637120000
2019-02-08,3.66895604133606,3.679603434088364,3.56891829837352,3.583280046178188,461604000
2019-02-11,3.6263656616210938,3.6791081322542047,3.578079991863121,3.624879825182458,495180000
2019-02-12,3.743241310119629,3.758841412659197,3.650384557721107,3.664746541891063,591060000
2019-02-13,3.7855842113494873,3.858631544117865,3.759088997041317,3.7727080633310974,605372000
2019-02-14,3.8264408111572266,3.8546693413233775,3.74150773868974,3.7845934521398967,827264000
2019-02-15,3.896022081375122,4.057716386364644,3.873241221039665,4.034935762176138,1516748000
2019-02-19,3.87868857383728,3.959164619630992,3.866307861696968,3.8853743662023614,551892000
2019-02-20,3.925983190536499,3.993087644394517,3.89676449576761,3.907907088268035,540988000
2019-02-21,3.857145547866821,3.963125928417421,3.842536081918064,3.938611987945938,448548000
2019-02-22,3.941831350326538,3.960650373560704,3.895279228555249,3.908898295813704,401740000
2019-02-25,3.929450750350952,4.092630899385368,3.920783920662696,4.025278951780476,656020000
2019-02-26,3.8900790214538574,3.9807072583100456,3.856650532784888,3.9247456285343,488464000
2019-02-27,3.848231554031372,3.9022121456582624,3.7912792893798266,3.875717168040082,500256000
2019-02-28,3.8236916065216064,3.8643429349671288,3.801383218768535,3.84203431082377,324944000
2019-03-01,3.877975702285767,3.920113922013441,3.815263728497613,3.873513836006407,357188000
2019-03-04,3.886155366897583,3.939200158721884,3.829640129703409,3.9163958269743024,409992000
2019-03-05,3.879711389541626,3.917883695502126,3.816255722444693,3.870539918606182,362924000
2019-03-06,3.768911600112915,3.8792150871425233,3.766185074620006,3.8707875372597664,403524000
2019-03-07,3.6997554302215576,3.755031286339472,3.653651045477072,3.745364104479161,450104000
2019-03-08,3.733961582183838,3.7446201836708006,3.589203500745577,3.610520703719502,422416000
2019-03-11,3.994229316711426,4.017033419423965,3.710414354249993,3.757510400435456,859728000
2019-03-12,4.0284342765808105,4.074786146815184,3.945892243182397,4.021989333189423,579576000
2019-03-13,4.179637432098389,4.208886474846685,4.058427367884118,4.065863733470836,768900000
2019-03-14,4.103788375854492,4.200706976177281,4.096104273106421,4.188808980129908,519384000
2019-03-15,4.209133625030518,4.251767547765478,4.143446927502021,4.146917136012779,661484000
2019-03-18,4.187817096710205,4.294402629756358,4.160798635174207,4.240613916460844,486992000
2019-03-19,4.355379104614258,4.399748612284668,4.265401404271132,4.282256503132672,854972000
2019-03-20,4.322909832000732,4.437674989944727,4.288207253746815,4.384382200664771,719148000
2019-03-21,4.559378623962402,4.585653401741003,4.341002716961014,4.345960293565358,824312000
2019-03-22,4.399747848510742,4.580695111348383,4.385867014405987,4.532112191981738,747644000
2019-03-25,4.307539939880371,4.423296473818147,4.241357755437834,4.359097603757411,525212000
2019-03-26,4.384134292602539,4.505096182838272,4.327866769172918,4.449076869281443,703508000
2019-03-27,4.374961853027344,4.4560163056173785,4.305557660121188,4.409664422261027,474372000
2019-03-28,4.393552303314209,4.459238546118691,4.340507267685018,4.400988196292479,480264000
2019-03-29,4.45081090927124,4.47510284912212,4.409912078172584,4.460230117103884,456896000
2019-04-01,4.518231391906738,4.548471848259924,4.470887629751247,4.542522851773016,483824000
2019-04-02,4.53607988357544,4.58044940319599,4.499394940844247,4.542277092500362,440920000
2019-04-03,4.675382614135742,4.73437663159882,4.580695090959375,4.585652666769136,783504000
2019-04-04,4.66646146774292,4.708847672703521,4.603749476431988,4.660016521717433,457376000
2019-04-05,4.7331390380859375,4.750490560887049,4.673154046983878,4.709591252026839,481744000
2019-04-08,4.753960609436035,4.778995762583968,4.678606940157051,4.70265067230615,424192000
2019-04-09,4.691247940063477,4.73165129477477,4.649109480661156,4.720496982792374,439972000
2019-04-10,4.761643409729004,4.787422242324242,4.686042489364285,4.690504119471046,444772000
2019-04-11,4.747762203216553,4.795601918392759,4.698435593307482,4.764121827522224,374600000
2019-04-12,4.709837913513184,4.790396881960387,4.701162390484168,4.78643072595546,471708000
2019-04-15,4.578217029571533,4.70711118439683,4.538557362360754,4.702153607800351,440092000
2019-04-16,4.665221214294434,4.684059630158757,4.584662709190543,4.617381963527399,394964000
2019-04-17,4.6424174308776855,4.720993099487899,4.62010880387607,4.700171840361227,351004000
2019-04-18,4.61787748336792,4.683068255652355,4.590115806147697,4.649109843021277,380988000
2019-04-22,4.671667098999023,4.687283045421213,4.562850948214162,4.594330578143774,279936000
